,SequenceA,SequenceB,Similarity,Complementarity
1359,5,169,3,3
1360,5,170,2,1
1361,5,171,3,2
1362,5,172,0,3
1363,5,173,4,2
1364,5,174,4,2
1365,5,175,1,1
1366,5,176,2,1
1367,5,177,3,2
1368,5,178,3,2
1369,5,179,1,2
1370,5,180,4,3
1371,5,181,1,1
1372,5,182,2,1
1373,5,183,2,1
1374,5,184,2,1
1375,5,185,3,2
1376,5,186,3,4
1377,5,187,1,3
1378,5,188,2,2
1379,5,189,4,1
1380,5,190,3,3
1381,5,191,1,2
1382,5,192,3,4
1383,5,193,1,2
1384,5,194,0,3
1385,5,195,2,2
1386,5,196,4,2
1387,5,197,2,3
1388,5,198,0,3
1389,5,199,2,2
1390,5,200,4,2
1391,5,201,3,2
1392,5,202,3,2
1393,5,203,2,2
1394,5,204,2,2
1395,5,205,2,2
1396,5,206,4,2
1397,5,207,5,1
1398,5,208,4,1
1399,5,209,3,1
1400,5,210,4,2
1401,5,211,1,2
1402,5,212,4,4
1403,5,213,0,3
1404,5,214,2,2
1405,5,215,3,2
1406,5,216,0,3
1407,5,217,4,2
1408,5,218,4,2
1409,5,219,2,3
1410,5,220,3,3
1411,5,221,0,3
1412,5,222,2,2
1413,5,223,2,2
1414,5,224,3,2
1415,5,225,3,2
1416,5,226,0,3
1417,5,227,6,3
1418,5,228,2,2
1419,5,229,2,2
1420,5,230,2,1
1421,5,231,2,2
1422,5,232,0,3
1423,5,233,2,2
1424,5,234,2,3
1425,5,235,2,2
1426,5,236,6,2
1427,5,237,0,1
1428,6,0,4,3
1429,6,1,3,2
1430,6,2,4,2
1431,6,3,3,6
1432,6,4,3,2
1433,6,5,3,1
1434,6,6,0,2
1435,6,7,0,2
1436,6,8,4,3
1437,6,9,1,3
1438,6,10,1,3
1439,6,11,2,3
1440,6,12,4,2
1441,6,13,2,3
1442,6,14,3,2
1443,6,15,3,4
1444,6,16,2,1
1445,6,17,2,1
1446,6,18,1,3
1447,6,19,5,1
1448,6,20,3,1
1449,6,21,1,3
1450,6,22,3,2
1451,6,23,2,3
1452,6,24,0,2
1453,6,25,3,2
1454,6,26,1,2
1455,6,27,0,2
1456,6,28,2,4
1457,6,29,4,3
1458,6,30,2,2
1459,6,31,2,3
1460,6,32,4,2
1461,6,33,2,2
1462,6,34,2,4
1463,6,35,2,2
1464,6,36,2,2
1465,6,37,4,2
1466,6,38,2,2
1467,6,39,3,2
1468,6,40,0,2
1469,6,41,2,5
1470,6,42,4,2
1471,6,43,0,2
1472,6,44,0,2
1473,6,45,2,2
1474,6,46,2,2
1475,6,47,0,2
1476,6,48,4,2
1477,6,49,2,2
1478,6,50,2,2
1479,6,51,2,2
1480,6,52,1,2
1481,6,53,2,2
1482,6,54,2,3
1483,6,55,0,2
1484,6,56,0,2
1485,6,57,2,2
1486,6,58,1,2
1487,6,59,2,2
1488,6,60,4,1
1489,6,61,1,4
1490,6,62,2,2
1491,6,63,2,1
1492,6,64,4,2
1493,6,65,4,2
1494,6,66,1,2
1495,6,67,2,5
1496,6,68,2,2
1497,6,69,5,1
1498,6,70,3,2
1499,6,71,3,2
1500,6,72,4,3
1501,6,73,1,2
1502,6,74,2,2
1503,6,75,2,1
1504,6,76,1,2
1505,6,77,3,3
1506,6,78,0,2
1507,6,79,0,2
1508,6,80,5,2
1509,6,81,3,2
1510,6,82,3,4
1511,6,83,2,2
1512,6,84,4,2
1513,6,85,1,2
1514,6,86,1,3
1515,6,87,3,1
1516,6,88,3,3
1517,6,89,5,3
1518,6,90,1,2
1519,6,91,4,1
1520,6,92,1,2
1521,6,93,4,2
1522,6,94,3,3
1523,6,95,3,2
1524,6,96,3,2
1525,6,97,2,2
1526,6,98,3,2
1527,6,99,2,3
1528,6,100,2,3
1529,6,101,3,2
1530,6,102,2,2
1531,6,103,1,2
1532,6,104,0,2
1533,6,105,4,2
1534,6,106,3,2
1535,6,107,6,2
1536,6,108,3,2
1537,6,109,1,3
1538,6,110,3,2
1539,6,111,2,2
1540,6,112,2,2
1541,6,113,2,2
1542,6,114,3,3
1543,6,115,0,2
1544,6,116,3,3
1545,6,117,3,1
1546,6,118,5,2
1547,6,119,4,1
1548,6,120,2,1
1549,6,121,2,4
1550,6,122,2,2
1551,6,123,2,2
1552,6,124,3,2
1553,6,125,3,2
1554,6,126,2,3
1555,6,127,4,2
1556,6,128,3,2
1557,6,129,3,2
1558,6,130,2,4
1559,6,131,2,3
1560,6,132,1,2
1561,6,133,2,2
1562,6,134,3,4
1563,6,135,2,3
1564,6,136,2,1
1565,6,137,2,1
1566,6,138,0,2
1567,6,139,3,4
1568,6,140,0,2
1569,6,141,3,4
1570,6,142,3,2
1571,6,143,2,2
1572,6,144,3,1
1573,6,145,2,6
1574,6,146,0,2
1575,6,147,0,2
1576,6,148,2,3
1577,6,149,3,1
1578,6,150,3,5
1579,6,151,4,1
1580,6,152,3,2
1581,6,153,2,2
1582,6,154,2,2
1583,6,155,4,2
1584,6,156,2,2
1585,6,157,3,4
1586,6,158,4,3
1587,6,159,0,2
1588,6,160,3,2
1589,6,161,2,2
1590,6,162,3,1
1591,6,163,4,2
1592,6,164,3,2
1593,6,165,4,2
1594,6,166,2,2
1595,6,167,2,4
1596,6,168,3,3
1597,6,169,4,1
1598,6,170,2,2
1599,6,171,6,2
1600,6,172,3,2
1601,6,173,3,2
1602,6,174,2,2
1603,6,175,2,2
1604,6,176,3,2
1605,6,177,0,2
1606,6,178,0,2
1607,6,179,0,2
1608,6,180,2,2
1609,6,181,1,2
1610,6,182,0,2
1611,6,183,3,1
1612,6,184,4,2
1613,6,185,5,2
1614,6,186,1,2
1615,6,187,0,2
1616,6,188,3,2
1617,6,189,2,3
1618,6,190,3,2
1619,6,191,2,1
1620,6,192,2,2
1621,6,193,0,2
1622,6,194,3,3
1623,6,195,0,2
1624,6,196,0,2
1625,6,197,0,2
1626,6,198,3,2
1627,6,199,2,3
1628,6,200,2,3
1629,6,201,4,3
1630,6,202,4,2
1631,6,203,2,2
1632,6,204,1,2
1633,6,205,3,2
1634,6,206,2,2
1635,6,207,2,2
1636,6,208,3,1
1637,6,209,0,2
1638,6,210,2,2
1639,6,211,3,2
1640,6,212,3,2
1641,6,213,4,1
1642,6,214,2,2
1643,6,215,2,1
1644,6,216,2,2
1645,6,217,3,2
1646,6,218,3,3
1647,6,219,4,2
1648,6,220,5,1
1649,6,221,2,2
1650,6,222,4,4
1651,6,223,2,1
1652,6,224,3,1
1653,6,225,0,2
1654,6,226,4,1
1655,6,227,2,2
1656,6,228,1,4
1657,6,229,4,2
1658,6,230,0,2
1659,6,231,3,1
1660,6,232,2,1
1661,6,233,5,3
1662,6,234,3,2
1663,6,235,2,2
1664,6,236,4,2
1665,6,237,2,2
1666,7,0,2,2
1667,7,1,3,4
1668,7,2,3,3
1669,7,3,5,2
1670,7,4,3,5
1671,7,5,7,2
1672,7,6,0,2
1673,7,7,0,2
1674,7,8,3,3
1675,7,9,1,3
1676,7,10,1,2
1677,7,11,4,2
1678,7,12,2,2
1679,7,13,2,2
1680,7,14,4,3
1681,7,15,4,4
1682,7,16,2,4
1683,7,17,2,3
1684,7,18,2,3
1685,7,19,2,2
1686,7,20,4,1
1687,7,21,3,3
1688,7,22,2,4
1689,7,23,2,2
1690,7,24,0,2
1691,7,25,4,3
1692,7,26,1,2
1693,7,27,0,2
1694,7,28,2,2
1695,7,29,5,2
1696,7,30,2,4
1697,7,31,2,3
1698,7,32,3,1
1699,7,33,2,1
1700,7,34,1,2
1701,7,35,2,3
1702,7,36,2,2
1703,7,37,3,3
1704,7,38,2,3
1705,7,39,2,2
1706,7,40,0,2
1707,7,41,2,3
1708,7,42,3,2
1709,7,43,0,2
1710,7,44,0,2
1711,7,45,4,5
1712,7,46,2,1
1713,7,47,0,2
1714,7,48,2,1
1715,7,49,2,3
1716,7,50,2,2
1717,7,51,2,4
1718,7,52,1,1
1719,7,53,2,1
1720,7,54,2,5
1721,7,55,0,2
1722,7,56,0,2
1723,7,57,2,1
1724,7,58,2,1
1725,7,59,2,3
1726,7,60,5,1
1727,7,61,1,2
1728,7,62,2,3
1729,7,63,3,1
1730,7,64,5,2
1731,7,65,4,2
1732,7,66,1,2
1733,7,67,2,2
1734,7,68,2,3
1735,7,69,4,2
1736,7,70,3,4
1737,7,71,6,2
1738,7,72,4,6
1739,7,73,1,2
1740,7,74,2,2
1741,7,75,4,2
1742,7,76,2,3
1743,7,77,3,2
1744,7,78,0,2
1745,7,79,0,2
1746,7,80,3,2
1747,7,81,5,4
1748,7,82,4,3
1749,7,83,2,2
1750,7,84,3,2
1751,7,85,1,3
1752,7,86,1,2
1753,7,87,2,2
1754,7,88,3,5
1755,7,89,5,5
1756,7,90,1,3
1757,7,91,3,5
1758,7,92,1,2
1759,7,93,4,3
1760,7,94,4,2
1761,7,95,2,1
1762,7,96,4,4
1763,7,97,2,2
1764,7,98,3,1
1765,7,99,4,3
1766,7,100,2,2
1767,7,101,3,2
1768,7,102,3,3
1769,7,103,2,1
1770,7,104,0,2
1771,7,105,5,2
1772,7,106,3,4
1773,7,107,3,1
1774,7,108,4,2
1775,7,109,5,2
1776,7,110,2,3
1777,7,111,2,1
1778,7,112,2,2
1779,7,113,2,2
1780,7,114,4,2
1781,7,115,0,2
1782,7,116,6,1
1783,7,117,5,1
1784,7,118,3,2
1785,7,119,4,6
1786,7,120,3,2
1787,7,121,1,1
1788,7,122,2,2
1789,7,123,2,2
1790,7,124,3,3
1791,7,125,3,4
1792,7,126,2,2
1793,7,127,3,4
1794,7,128,3,2
1795,7,129,4,5
1796,7,130,2,4
1797,7,131,3,4
1798,7,132,2,2
1799,7,133,2,2
1800,7,134,1,2
1801,7,135,2,1
1802,7,136,3,5
1803,7,137,2,2
1804,7,138,0,2
1805,7,139,4,4
1806,7,140,0,2
1807,7,141,3,3
1808,7,142,3,1
1809,7,143,2,1
1810,7,144,1,4
1811,7,145,2,2
1812,7,146,0,2
1813,7,147,0,2
1814,7,148,2,3
1815,7,149,3,2
1816,7,150,3,5
1817,7,151,4,6
1818,7,152,4,2
1819,7,153,2,3
1820,7,154,2,3
1821,7,155,3,2
1822,7,156,2,2
1823,7,157,5,3
1824,7,158,3,6
1825,7,159,0,2
1826,7,160,3,2
1827,7,161,3,2
1828,7,162,1,1
1829,7,163,3,6
1830,7,164,4,2
1831,7,165,5,3
1832,7,166,2,1
1833,7,167,2,3
1834,7,168,3,3
1835,7,169,2,3
1836,7,170,3,4
1837,7,171,3,2
1838,7,172,4,2
1839,7,173,3,4
1840,7,174,2,3
1841,7,175,3,2
1842,7,176,2,4
1843,7,177,0,2
1844,7,178,0,2
1845,7,179,0,2
1846,7,180,2,2
1847,7,181,3,2
1848,7,182,0,2
1849,7,183,4,3
1850,7,184,5,6
1851,7,185,3,2
1852,7,186,1,3
1853,7,187,0,2
1854,7,188,5,5
1855,7,189,2,4
1856,7,190,2,2
1857,7,191,2,3
1858,7,192,2,3
1859,7,193,0,2
1860,7,194,4,2
1861,7,195,0,2
1862,7,196,0,2
1863,7,197,0,2
1864,7,198,4,2
1865,7,199,2,4
1866,7,200,2,4
1867,7,201,3,3
1868,7,202,7,4
1869,7,203,1,3
1870,7,204,2,1
1871,7,205,3,3
1872,7,206,2,4
1873,7,207,2,2
1874,7,208,4,1
1875,7,209,0,2
1876,7,210,2,2
1877,7,211,2,6
1878,7,212,2,2
1879,7,213,3,2
1880,7,214,4,1
1881,7,215,2,4
1882,7,216,2,4
1883,7,217,4,3
1884,7,218,3,4
1885,7,219,3,2
1886,7,220,2,3
1887,7,221,2,3
1888,7,222,3,4
1889,7,223,3,2
1890,7,224,3,2
1891,7,225,0,2
1892,7,226,4,3
1893,7,227,2,2
1894,7,228,1,3
1895,7,229,5,5
1896,7,230,0,2
1897,7,231,7,1
1898,7,232,2,4
1899,7,233,4,2
1900,7,234,4,2
1901,7,235,2,3
1902,7,236,2,3
1903,7,237,0,2
1904,8,0,3,3
1905,8,1,4,2
1906,8,2,4,2
1907,8,3,2,2
1908,8,4,2,2
1909,8,5,3,2
1910,8,6,4,3
1911,8,7,3,3
1912,8,8,0,2
1913,8,9,0,2
1914,8,10,2,2
1915,8,11,3,3
1916,8,12,2,3
1917,8,13,3,4
1918,8,14,0,2
1919,8,15,3,2
1920,8,16,3,2
1921,8,17,2,4
1922,8,18,2,3
1923,8,19,2,5
1924,8,20,0,2
1925,8,21,2,3
1926,8,22,2,2
1927,8,23,2,2
1928,8,24,2,6
1929,8,25,0,2
1930,8,26,2,4
1931,8,27,2,3
1932,8,28,0,2
1933,8,29,0,2
1934,8,30,0,2
1935,8,31,0,2
1936,8,32,0,2
1937,8,33,2,4
1938,8,34,3,3
1939,8,35,0,2
1940,8,36,2,3
1941,8,37,0,2
1942,8,38,0,2
1943,8,39,3,3
1944,8,40,4,2
1945,8,41,0,2
1946,8,42,3,2
1947,8,43,2,3
1948,8,44,4,2
1949,8,45,2,2
1950,8,46,2,2
1951,8,47,2,2
1952,8,48,2,3
1953,8,49,2,2
1954,8,50,2,2
1955,8,51,2,2
1956,8,52,3,3
1957,8,53,3,2
1958,8,54,4,2
1959,8,55,2,3
1960,8,56,3,3
1961,8,57,6,4
1962,8,58,4,5
1963,8,59,0,2
1964,8,60,2,4
1965,8,61,4,2
1966,8,62,2,3
1967,8,63,3,2
1968,8,64,2,2
1969,8,65,3,5
1970,8,66,2,2
1971,8,67,3,3
1972,8,68,2,3
1973,8,69,2,2
1974,8,70,2,3
1975,8,71,4,3
1976,8,72,0,2
1977,8,73,2,3
1978,8,74,2,3
1979,8,75,4,3
1980,8,76,5,3
1981,8,77,0,2
1982,8,78,2,5
1983,8,79,3,2
1984,8,80,0,2
1985,8,81,0,2
1986,8,82,0,2
1987,8,83,0,2
1988,8,84,0,2
1989,8,85,0,2
1990,8,86,2,2
1991,8,87,7,4
1992,8,88,0,2
1993,8,89,0,2
1994,8,90,3,2
1995,8,91,5,2
1996,8,92,2,2
1997,8,93,0,2
1998,8,94,3,3
1999,8,95,2,2
2000,8,96,2,2
2001,8,97,2,2
2002,8,98,2,3
2003,8,99,2,3
2004,8,100,0,2
2005,8,101,2,4
2006,8,102,2,3
2007,8,103,3,2
2008,8,104,2,2
2009,8,105,2,3
2010,8,106,2,2
2011,8,107,2,3
2012,8,108,3,3
2013,8,109,3,3
2014,8,110,4,2
2015,8,111,3,4
2016,8,112,0,2
2017,8,113,3,2
2018,8,114,4,2
2019,8,115,4,3
2020,8,116,3,3
2021,8,117,2,3
2022,8,118,2,2
2023,8,119,2,3
2024,8,120,5,2
2025,8,121,5,2
2026,8,122,2,2
2027,8,123,2,2
2028,8,124,0,2
2029,8,125,3,4
2030,8,126,2,4
2031,8,127,5,3
2032,8,128,0,2
2033,8,129,3,2
2034,8,130,0,2
2035,8,131,3,2
2036,8,132,3,3
2037,8,133,2,5
2038,8,134,2,3
2039,8,135,3,2
2040,8,136,2,3
2041,8,137,4,5
2042,8,138,2,2
2043,8,139,4,2
2044,8,140,2,3
2045,8,141,2,2
2046,8,142,4,5
2047,8,143,2,3
2048,8,144,2,2
2049,8,145,2,2
2050,8,146,2,3
2051,8,147,3,2
2052,8,148,0,2
2053,8,149,2,2
2054,8,150,0,2
2055,8,151,0,2
2056,8,152,0,2
2057,8,153,2,2
2058,8,154,2,4
2059,8,155,0,2
2060,8,156,0,2
2061,8,157,0,2
2062,8,158,0,2
2063,8,159,3,3
2064,8,160,2,2
2065,8,161,2,2
2066,8,162,2,3
2067,8,163,3,3
2068,8,164,2,3
2069,8,165,5,3
2070,8,166,0,2
2071,8,167,0,2
2072,8,168,2,2
2073,8,169,4,4
2074,8,170,3,2
2075,8,171,2,2
2076,8,172,2,2
2077,8,173,2,3
2078,8,174,3,2
2079,8,175,2,2
2080,8,176,3,3
2081,8,177,3,3
2082,8,178,4,3
2083,8,179,2,3
2084,8,180,4,3
2085,8,181,2,4
2086,8,182,2,3
2087,8,183,1,3
2088,8,184,1,4
2089,8,185,0,2
2090,8,186,2,5
2091,8,187,2,4
2092,8,188,3,2
2093,8,189,2,3
2094,8,190,3,4
2095,8,191,2,2
2096,8,192,2,3
2097,8,193,2,2
2098,8,194,3,3
2099,8,195,3,2
2100,8,196,2,4
2101,8,197,5,2
2102,8,198,3,2
2103,8,199,0,2
2104,8,200,0,2
2105,8,201,0,2
2106,8,202,0,2
2107,8,203,3,3
2108,8,204,3,2
2109,8,205,0,2
2110,8,206,0,2
2111,8,207,0,2
2112,8,208,2,3
2113,8,209,2,4
2114,8,210,2,3
2115,8,211,4,3
2116,8,212,2,2
2117,8,213,2,2
2118,8,214,3,4
2119,8,215,0,2
2120,8,216,3,2
2121,8,217,0,2
2122,8,218,0,2
2123,8,219,2,2
2124,8,220,3,2
2125,8,221,3,4
2126,8,222,5,3
2127,8,223,2,2
2128,8,224,2,0
2129,8,225,3,2
2130,8,226,2,4
2131,8,227,0,2
2132,8,228,3,2
2133,8,229,0,2
2134,8,230,2,2
2135,8,231,2,2
2136,8,232,2,3
2137,8,233,0,2
2138,8,234,2,7
2139,8,235,3,3
2140,8,236,3,4
2141,8,237,2,2
2142,9,0,3,3
2143,9,1,1,2
2144,9,2,3,2
2145,9,3,3,2
2146,9,4,3,3
2147,9,5,5,2
2148,9,6,1,3
2149,9,7,1,3
2150,9,8,0,2
2151,9,9,0,2
2152,9,10,3,3
2153,9,11,2,3
2154,9,12,2,5
2155,9,13,2,3
2156,9,14,0,2
2157,9,15,3,4
2158,9,16,2,2
2159,9,17,3,2
2160,9,18,4,1
2161,9,19,2,5
2162,9,20,0,2
2163,9,21,3,3
2164,9,22,2,3
2165,9,23,2,3
2166,9,24,2,1
2167,9,25,0,2
2168,9,26,2,3
2169,9,27,3,3
2170,9,28,0,2
2171,9,29,0,2
2172,9,30,0,2
2173,9,31,0,2
2174,9,32,0,2
2175,9,33,3,2
2176,9,34,2,3
2177,9,35,0,2
2178,9,36,2,3
2179,9,37,0,2
2180,9,38,0,2
2181,9,39,3,4
2182,9,40,2,4
2183,9,41,0,2
2184,9,42,2,2
2185,9,43,2,2
2186,9,44,3,4
2187,9,45,3,3
2188,9,46,2,3
2189,9,47,2,3
2190,9,48,3,2
2191,9,49,4,2
2192,9,50,3,3
2193,9,51,2,3
2194,9,52,3,3
2195,9,53,4,3
2196,9,54,2,3
2197,9,55,3,2
2198,9,56,2,5
2199,9,57,3,2
2200,9,58,2,2
2201,9,59,0,2
2202,9,60,2,2
2203,9,61,3,4
2204,9,62,4,3
2205,9,63,3,5
2206,9,64,3,2
2207,9,65,1,3
2208,9,66,2,2
2209,9,67,4,3
2210,9,68,3,2
2211,9,69,2,3
2212,9,70,3,1
2213,9,71,3,2
2214,9,72,0,2
2215,9,73,3,3
2216,9,74,2,3
2217,9,75,4,2
2218,9,76,5,3
2219,9,77,0,2
2220,9,78,2,1
2221,9,79,3,2
2222,9,80,0,2
2223,9,81,0,2
2224,9,82,0,2
2225,9,83,0,2
2226,9,84,0,2
2227,9,85,0,2
2228,9,86,4,4
2229,9,87,5,2
2230,9,88,0,2
2231,9,89,0,2
2232,9,90,2,2
2233,9,91,1,1
2234,9,92,3,2
2235,9,93,0,2
2236,9,94,4,3
2237,9,95,2,2
2238,9,96,3,3
2239,9,97,3,3
2240,9,98,2,4
2241,9,99,3,1
2242,9,100,0,2
2243,9,101,2,6
2244,9,102,4,3
2245,9,103,3,2
2246,9,104,2,3
2247,9,105,4,2
2248,9,106,4,3
2249,9,107,1,2
2250,9,108,3,3
2251,9,109,2,3
2252,9,110,3,4
2253,9,111,2,2
2254,9,112,0,2
2255,9,113,3,3
2256,9,114,3,2
2257,9,115,3,2
2258,9,116,6,3
2259,9,117,3,2
2260,9,118,3,3
2261,9,119,2,2
2262,9,120,6,2
2263,9,121,2,2
2264,9,122,2,2
2265,9,123,1,3
2266,9,124,0,2
2267,9,125,3,3
2268,9,126,3,4
2269,9,127,1,3
2270,9,128,0,2
2271,9,129,3,2
2272,9,130,0,2
2273,9,131,3,2
2274,9,132,3,4
2275,9,133,2,3
2276,9,134,3,3
2277,9,135,3,1
2278,9,136,4,2
2279,9,137,2,3
2280,9,138,3,2
2281,9,139,2,2
2282,9,140,3,3
2283,9,141,2,7
2284,9,142,1,1
2285,9,143,2,2
2286,9,144,2,2
2287,9,145,2,2
2288,9,146,2,2
2289,9,147,2,2
2290,9,148,0,2
2291,9,149,2,3
2292,9,150,0,2
2293,9,151,0,2
2294,9,152,0,2
2295,9,153,2,5
2296,9,154,2,4
2297,9,155,0,2
2298,9,156,0,2
2299,9,157,0,2
2300,9,158,0,2
2301,9,159,2,3
2302,9,160,5,2
2303,9,161,3,3
2304,9,162,3,2
2305,9,163,1,2
2306,9,164,2,2
2307,9,165,3,4
2308,9,166,0,2
2309,9,167,0,2
2310,9,168,4,3
2311,9,169,3,2
2312,9,170,3,3
2313,9,171,2,4
2314,9,172,3,2
2315,9,173,3,5
2316,9,174,3,3
2317,9,175,3,3
2318,9,176,3,3
2319,9,177,2,3
2320,9,178,1,3
2321,9,179,3,2
2322,9,180,2,4
2323,9,181,3,2
2324,9,182,3,4
2325,9,183,3,1
2326,9,184,3,2
2327,9,185,0,2
2328,9,186,3,3
2329,9,187,4,3
2330,9,188,2,4
2331,9,189,3,4
2332,9,190,2,3
2333,9,191,5,2
2334,9,192,2,2
2335,9,193,3,2
2336,9,194,1,3
2337,9,195,3,2
2338,9,196,3,4
2339,9,197,4,2
2340,9,198,2,4
2341,9,199,0,2
2342,9,200,0,2
2343,9,201,0,2
2344,9,202,0,2
2345,9,203,2,3
2346,9,204,3,2
2347,9,205,0,2
2348,9,206,0,2
2349,9,207,0,2
2350,9,208,2,1
2351,9,209,3,2
2352,9,210,2,3
2353,9,211,3,2
2354,9,212,3,2
2355,9,213,7,2
2356,9,214,3,2
2357,9,215,0,2
2358,9,216,2,2
2359,9,217,0,2
2360,9,218,0,2
2361,9,219,3,2
2362,9,220,4,2
2363,9,221,3,2
2364,9,222,1,2
2365,9,223,1,2
2366,9,224,0,2
2367,9,225,2,2
2368,9,226,3,2
2369,9,227,0,2
2370,9,228,2,2
2371,9,229,0,2
2372,9,230,3,3
2373,9,231,3,2
2374,9,232,2,3
2375,9,233,0,2
2376,9,234,2,4
2377,9,235,3,2
2378,9,236,2,3
2379,9,237,3,3
2380,10,0,2,2
2381,10,1,0,2
2382,10,2,2,4
2383,10,3,0,2
2384,10,4,3,3
2385,10,5,0,2
2386,10,6,1,3
2387,10,7,1,2
2388,10,8,2,2
2389,10,9,3,3
2390,10,10,0,2
2391,10,11,2,3
2392,10,12,2,2
2393,10,13,2,2
2394,10,14,3,2
2395,10,15,4,2
2396,10,16,0,2
2397,10,17,2,2
2398,10,18,6,1
2399,10,19,2,5
2400,10,20,3,2
2401,10,21,2,5
2402,10,22,2,4
2403,10,23,3,2
2404,10,24,2,1
2405,10,25,3,2
2406,10,26,3,2
2407,10,27,2,2
2408,10,28,3,2
2409,10,29,4,3
2410,10,30,3,2
2411,10,31,2,3
2412,10,32,3,3
2413,10,33,2,1
2414,10,34,1,2
2415,10,35,4,2
2416,10,36,3,1
2417,10,37,3,3
2418,10,38,4,2
2419,10,39,2,2
2420,10,40,2,3
2421,10,41,4,2
2422,10,42,2,2
2423,10,43,3,2
2424,10,44,3,3
2425,10,45,4,4
2426,10,46,3,1
2427,10,47,4,3
2428,10,48,1,1
2429,10,49,3,2
2430,10,50,4,3
2431,10,51,2,3
2432,10,52,0,2
2433,10,53,3,1
2434,10,54,2,2
2435,10,55,2,2
2436,10,56,2,2
2437,10,57,0,2
2438,10,58,2,1
2439,10,59,3,3
2440,10,60,0,2
2441,10,61,0,2
2442,10,62,2,3
2443,10,63,4,2
2444,10,64,4,2
2445,10,65,3,3
2446,10,66,2,1
2447,10,67,3,3
2448,10,68,5,3
2449,10,69,0,2
2450,10,70,4,3
2451,10,71,5,2
2452,10,72,3,3
2453,10,73,0,2
2454,10,74,0,2
2455,10,75,5,4
2456,10,76,5,3
2457,10,77,4,2
2458,10,78,1,1
2459,10,79,3,3
2460,10,80,3,3
2461,10,81,5,2
2462,10,82,3,2
2463,10,83,2,1
2464,10,84,2,2
2465,10,85,1,3
2466,10,86,2,2
2467,10,87,2,2
2468,10,88,3,2
2469,10,89,4,1
2470,10,90,3,3
2471,10,91,2,2
2472,10,92,0,2
2473,10,93,3,3
2474,10,94,3,2
2475,10,95,2,1
2476,10,96,2,4
2477,10,97,0,2
2478,10,98,0,2
2479,10,99,4,1
2480,10,100,3,3
2481,10,101,2,3
2482,10,102,2,3
2483,10,103,2,2
2484,10,104,5,2
2485,10,105,4,3
2486,10,106,2,4
2487,10,107,3,1
2488,10,108,0,2
2489,10,109,2,2
2490,10,110,2,3
2491,10,111,0,2
2492,10,112,1,3
2493,10,113,3,3
2494,10,114,3,4
2495,10,115,4,2
2496,10,116,5,2
2497,10,117,4,2
2498,10,118,5,2
2499,10,119,0,2
2500,10,120,3,3
2501,10,121,1,1
2502,10,122,3,2
2503,10,123,0,2
2504,10,124,2,2
2505,10,125,4,2
2506,10,126,4,2
2507,10,127,1,3
2508,10,128,2,2
2509,10,129,0,2
2510,10,130,3,2
2511,10,131,3,3
2512,10,132,3,3
2513,10,133,1,1
2514,10,134,3,2
2515,10,135,0,2
2516,10,136,3,2
2517,10,137,1,3
2518,10,138,1,2
2519,10,139,4,4
2520,10,140,4,3
2521,10,141,2,2
2522,10,142,0,2
2523,10,143,3,1
2524,10,144,1,2
2525,10,145,2,3
2526,10,146,2,1
2527,10,147,2,3
2528,10,148,2,3
2529,10,149,0,2
2530,10,150,4,3
2531,10,151,3,2
2532,10,152,3,3
2533,10,153,1,2
2534,10,154,1,5
2535,10,155,2,3
2536,10,156,3,3
2537,10,157,4,2
2538,10,158,3,2
2539,10,159,1,3
2540,10,160,0,2
2541,10,161,5,2
2542,10,162,4,2
2543,10,163,2,2
2544,10,164,0,2
2545,10,165,5,3
2546,10,166,3,3
2547,10,167,2,4
2548,10,168,2,3
2549,10,169,2,2
2550,10,170,3,2
2551,10,171,6,2
2552,10,172,0,2
2553,10,173,2,3
2554,10,174,2,4
2555,10,175,2,2
2556,10,176,2,3
2557,10,177,2,2
2558,10,178,1,2
2559,10,179,2,1
2560,10,180,1,2
2561,10,181,2,2
2562,10,182,2,3
2563,10,183,3,3
2564,10,184,4,5
2565,10,185,3,4
2566,10,186,3,1
2567,10,187,2,2
2568,10,188,4,2
2569,10,189,2,2
2570,10,190,2,2
2571,10,191,2,2
2572,10,192,3,2
2573,10,193,3,3
2574,10,194,0,2
2575,10,195,2,4
2576,10,196,2,3
2577,10,197,2,2
2578,10,198,0,2
2579,10,199,4,3
2580,10,200,4,4
2581,10,201,4,4
2582,10,202,5,3
2583,10,203,1,3
2584,10,204,2,2
2585,10,205,2,3
2586,10,206,3,3
2587,10,207,4,2
2588,10,208,4,2
2589,10,209,3,3
2590,10,210,3,4
2591,10,211,2,1
2592,10,212,1,3
2593,10,213,0,2
2594,10,214,3,1
2595,10,215,2,4
2596,10,216,0,2
2597,10,217,3,3
2598,10,218,2,5
2599,10,219,2,3
2600,10,220,2,2
2601,10,221,0,2
2602,10,222,2,3
2603,10,223,1,3
2604,10,224,2,2
2605,10,225,2,2
2606,10,226,0,2
2607,10,227,4,3
2608,10,228,2,3
2609,10,229,4,3
2610,10,230,4,2
2611,10,231,5,2
2612,10,232,0,2
2613,10,233,3,2
2614,10,234,3,2
2615,10,235,2,5
2616,10,236,2,4
2617,10,237,0,2
2618,11,0,0,2
2619,11,1,2,2
2620,11,2,2,2
2621,11,3,2,1
2622,11,4,2,5
2623,11,5,3,2
2624,11,6,2,3
2625,11,7,4,2
2626,11,8,3,3
2627,11,9,2,3
2628,11,10,2,3
